GEOID,hh_income,house_value
36061000700,193276,1223100
36061000800,28269,500000
36061000900,208438,1558300
36061001001,101893,779500
36061001002,22183,
36061001200,83669,734100
36061001300,193065,894100
36061001401,95515,839300
36061001402,33793,
36061001501,109832,767300
36061001502,197993,1169500
36061001600,41583,668200
36061001800,71567,748100
36061002000,25833,
36061002100,250001,2000001
36061002201,26021,
36061002202,114676,597800
36061002400,14533,
36061002500,21381,
36061002601,32727,642600
36061002602,68537,509500
36061002700,107031,694400
36061002800,52448,867500
36061002901,,
36061002902,28615,893600
36061003001,78935,1128300
36061003002,73607,720600
36061003100,193667,1166700
36061003200,82984,
36061003300,250001,2000001
36061003400,92569,
36061003601,44193,869600
36061003602,130924,
36061003700,211979,2000001
36061003800,72736,2000001
36061003900,190563,2000001
36061004001,111985,805900
36061004002,139865,894700
36061004100,97287,790400
36061004200,128578,1207200
36061004300,102763,1332700
36061004400,125895,
36061004500,145370,2000001
36061004700,137882,2000001
36061004800,164620,777900
36061004900,119821,2000001
36061005000,168125,926100
36061005200,165972,1784100
36061005400,164700,1285000
36061005501,178008,937200
36061005502,129250,2000001
36061005600,162105,1419000
36061005700,198529,1352300
36061005800,138706,2000001
36061005900,151031,1153800
36061006000,189625,
36061006100,244702,995400
36061006200,100403,
36061006300,160781,1528300
36061006400,102312,1027600
36061006500,106561,1520000
36061006600,101127,675100
36061006700,113685,977200
36061006800,136962,761800
36061006900,237500,1612000
36061007001,110150,1033200
36061007002,130405,801700
36061007100,176711,1242500
36061007200,141161,768300
36061007300,142409,684200
36061007400,178045,885600
36061007500,109250,1138800
36061007600,131429,2000001
36061007700,143750,1333300
36061007800,151900,900800
36061007900,104246,1268300
36061008000,148750,1112300
36061008100,144375,1168500
36061008200,165911,1026300
36061008300,56197,675000
36061008400,200521,673200
36061008601,153333,1253700
36061008602,,
36061008603,204292,1337600
36061008700,172825,723900
36061008800,119571,704300
36061008900,111131,869400
36061009000,146289,826700
36061009100,148859,1842100
36061009200,153661,849200
36061009300,87706,
36061009400,,
36061009500,154274,2000001
36061009600,98846,
36061009700,64672,107200
36061009800,99657,806700
36061009901,250001,897500
36061009902,140077,2000001
36061009903,143011,
36061010000,101406,587500
36061010100,101500,
36061010200,83857,
36061010300,110756,422200
36061010400,165000,1086500
36061010601,243082,1347600
36061010602,194188,957800
36061010801,171250,712300
36061010802,139327,1086400
36061010803,139261,699700
36061010900,155417,
36061011000,144430,1140000
36061011100,109868,637200
36061011201,184200,1940500
36061011202,222500,2000001
36061011203,182014,1049200
36061011300,81667,645800
36061011401,250001,2000001
36061011402,204000,1653800
36061011500,147159,1511700
36061011600,87987,2000001
36061011700,124111,
36061011800,158472,986500
36061011900,18056,
36061012000,161526,1571600
36061012101,54850,
36061012102,52689,
36061012200,231701,2000001
36061012400,134163,973900
36061012500,157177,1572400
36061012601,102125,1247100
36061012602,177882,1555700
36061012700,132578,1017500
36061012800,166797,2000001
36061012901,112589,1278800
36061012902,86514,925500
36061013000,175208,2000001
36061013100,97240,1121400
36061013201,107895,
36061013202,83240,
36061013203,110642,818200
36061013300,84772,989200
36061013400,127788,1066100
36061013501,57741,
36061013502,,415200
36061013601,227462,1086600
36061013602,142734,890900
36061013603,111912,
36061013604,126863,1684100
36061013700,164849,865400
36061013800,163182,736100
36061013900,103362,762600
36061014000,131641,2000001
36061014200,211951,2000001
36061014300,,
36061014401,166583,816200
36061014402,135301,1124300
36061014500,184231,1590900
36061014601,131488,1687500
36061014602,115790,783100
36061014700,207425,1871100
36061014801,168068,1565700
36061014802,139196,2000001
36061014900,149324,1666700
36061015001,175893,2000001
36061015002,250001,2000001
36061015101,26533,
36061015102,145608,1901300
36061015200,114406,953300
36061015301,135911,2000001
36061015302,127339,2000001
36061015401,107342,873200
36061015402,104593,923800
36061015403,91853,880800
36061015501,191490,1270800
36061015502,136549,944900
36061015601,106520,2000001
36061015602,67813,1328100
36061015700,140734,1308700
36061015801,165481,1079100
36061015802,77889,273100
36061015900,144315,983300
36061016001,250001,2000001
36061016002,122688,2000001
36061016100,119914,1689900
36061016200,28189,120400
36061016300,121569,2000001
36061016400,25156,
36061016500,194477,1206100
36061016600,,689600
36061016700,215827,1568700
36061016800,34115,2000001
36061016900,153854,1175800
36061017000,40742,
36061017100,148201,2000001
36061017200,35486,
36061017300,116969,1680600
36061017401,37464,732000
36061017402,57750,567800
36061017500,163000,1901800
36061017700,97412,1056200
36061017800,46198,
36061017900,125259,1190800
36061018000,27152,661700
36061018100,102127,745300
36061018200,29929,582400
36061018300,129909,969200
36061018400,27293,658300
36061018500,142986,1001600
36061018600,40073,629000
36061018700,140970,1395200
36061018800,42272,2000001
36061018900,29421,908800
36061019000,76406,863700
36061019100,130625,1180200
36061019200,16295,
36061019300,73487,525700
36061019400,19926,522800
36061019500,105234,1044300
36061019600,20093,
36061019701,44154,
36061019702,85227,733000
36061019800,88646,716100
36061019900,91056,1127000
36061020000,61250,2000001
36061020101,156250,1237500
36061020102,79273,927800
36061020300,58835,784100
36061020500,179348,1594300
36061020600,44493,694900
36061020701,67610,723800
36061020800,98426,1207000
36061020901,22000,
36061021000,36616,50600
36061021100,67538,656100
36061021200,67900,353800
36061021303,59184,441700
36061021400,54375,
36061021500,49293,723000
36061021600,58297,978200
36061021703,,
36061021800,42796,1076100
36061021900,22068,
36061022000,95761,2000001
36061022102,99931,780200
36061022200,61125,1195600
36061022301,55365,595100
36061022302,25738,805600
36061022400,34224,2000001
36061022500,57933,352900
36061022600,52838,878600
36061022700,56265,586900
36061022800,77701,920700
36061022900,48591,621400
36061023000,37695,453200
36061023100,59043,
36061023200,35357,
36061023300,77660,932000
36061023400,66411,773600
36061023501,71592,418000
36061023502,49750,565200
36061023600,46774,329100
36061023700,42610,
36061023802,97703,
36061023803,83529,771700
36061023804,167379,1022400
36061023900,43526,506600
36061024000,,
36061024100,56984,440200
36061024200,37115,
36061024301,71250,857500
36061024302,25448,
36061024500,45645,
36061024700,49888,521200
36061024900,78438,
36061025100,34063,
36061025300,62684,
36061025500,62153,1549000
36061025700,83750,1089800
36061025900,71436,640800
36061026100,44173,591800
36061026300,54489,
36061026500,91521,392500
36061026700,59559,
36061026900,60619,365300
36061027100,72061,389600
36061027300,106316,606500
36061027500,149007,926600
36061027700,31650,
36061027900,51599,467500
36061028100,98750,641300
36061028300,64394,
36061028500,51959,
36061028700,69688,357900
36061029100,50106,
36061029300,55903,
36061029500,80327,391200
36061029700,,
36061029900,21458,
36061030300,80972,478100
36061030700,105540,473200
36061030900,41135,474000
36061031100,,
36061031703,250001,2000001
36061031704,207092,1171000
36061031900,,
36081000101,117024,543000
36081000102,197930,
36081000103,,
36081000104,,
36081000200,65000,632700
36081000400,72773,661400
36081000600,80366,744400
36081000701,155154,1186600
36081000702,102250,1158600
36081000800,80577,572900
36081001000,105022,644300
36081001200,69545,669200
36081001400,72413,664700
36081001600,82143,557200
36081001800,101285,584400
36081001901,197426,931300
36081001902,134911,834100
36081001903,153235,852000
36081002000,84286,658100
36081002200,66215,655000
36081002400,48824,571500
36081002500,21065,562500
36081002600,116516,710400
36081002800,76628,635800
36081003000,79833,689200
36081003100,107679,871200
36081003200,88000,609200
36081003301,143358,600000
36081003302,48015,938700
36081003400,72292,574400
36081003600,75668,616700
36081003700,,
36081003800,95598,564700
36081003900,48468,727300
36081004001,89565,569800
36081004002,42040,623400
36081004200,69886,608600
36081004300,22689,
36081004401,73444,715600
36081004500,74141,424600
36081004700,46600,944900
36081005000,,
36081005100,70313,744600
36081005200,66921,664200
36081005300,96690,1050400
36081005400,79044,610600
36081005500,90938,1078900
36081005700,81250,1353300
36081005800,83265,566500
36081005900,80729,1251200
36081006100,100067,1119600
36081006201,61933,242400
36081006202,66764,333400
36081006300,105171,
36081006501,101063,675000
36081006502,82117,782200
36081006900,123375,799700
36081007100,103839,735300
36081007300,106060,625000
36081007500,86382,573400
36081007700,98438,667900
36081007900,99129,642000
36081008100,81615,860800
36081008300,76932,642900
36081008500,81442,481500
36081008600,64519,660000
36081008700,17981,
36081008800,105485,658900
36081009100,85197,764100
36081009400,68813,631700
36081009500,91875,1042200
36081009600,97500,632400
36081009700,112083,930700
36081009800,91641,651400
36081009900,,
36081010000,108971,601300
36081010100,95978,965600
36081010200,92096,643500
36081010300,70742,889300
36081010400,63000,595700
36081010500,57483,832700
36081010600,101709,608900
36081010701,,
36081010800,88636,639200
36081011000,85833,585200
36081011100,99926,913200
36081011200,67762,649100
36081011300,107609,745300
36081011400,76698,598800
36081011500,106058,986100
36081011600,58516,484000
36081011700,102926,1120000
36081011800,74052,697800
36081011900,72670,875000
36081012000,73969,635800
36081012100,93750,979500
36081012200,85357,674900
36081012301,110433,966000
36081012400,73958,641700
36081012500,92361,1092700
36081012601,77366,553000
36081012602,68242,567800
36081012800,86607,722900
36081013000,65106,695000
36081013200,81061,825900
36081013400,83542,278100
36081013500,83162,836000
36081013600,75750,400000
36081013700,108015,946000
36081013800,74083,420700
36081014000,94129,453500
36081014100,86563,
36081014201,67351,963400
36081014202,67450,523200
36081014300,76607,1008900
36081014400,63906,555300
36081014500,79609,913200
36081014700,71815,985300
36081014800,,602300
36081014900,59781,1029100
36081015000,98636,665000
36081015100,73413,837600
36081015200,71986,585400
36081015300,89453,704900
36081015400,92813,668400
36081015500,93942,661500
36081015600,73877,628800
36081015700,62571,494400
36081015801,84600,533700
36081015802,92760,605300
36081015900,80000,693800
36081016100,93802,1084600
36081016300,30214,940700
36081016400,92153,469500
36081016600,61490,609200
36081016800,101146,575600
36081016900,77027,538600
36081017000,81786,558400
36081017101,,
36081017102,,
36081017200,71902,568700
36081017400,82300,527000
36081017600,58125,477500
36081017800,68333,532400
36081017901,61681,687500
36081017902,,
36081018000,76250,553300
36081018101,74884,492000
36081018102,83523,391700
36081018200,69183,450900
36081018300,80529,497500
36081018401,50446,484200
36081018402,82794,535600
36081018501,63710,395300
36081018502,98750,402700
36081018600,74750,499600
36081018700,73382,475000
36081018800,91420,468300
36081018900,80039,822100
36081019000,75511,460300
36081019200,71938,441200
36081019400,84609,470400
36081019600,78542,484600
36081019800,84034,554800
36081019901,,641700
36081019902,,
36081019903,,
36081020200,96575,462400
36081020400,56458,574500
36081020500,61023,635400
36081020600,72188,585700
36081020800,72574,753100
36081021200,60700,776700
36081021400,55649,643100
36081021601,92763,278300
36081021602,65564,515000
36081021603,,
36081021900,,
36081022001,76034,258700
36081022002,84783,287100
36081022900,,
36081023000,100000,801100
36081023200,81650,552600
36081023501,54539,770300
36081023502,60213,913500
36081023600,66339,726200
36081023800,52679,656900
36081024000,56887,256000
36081024300,56563,855100
36081024500,59078,331700
36081024600,,
36081024700,66042,852800
36081024900,68211,627600
36081025100,88899,398300
36081025301,65245,433300
36081025302,67500,409400
36081025401,78056,455700
36081025402,39038,460200
36081025500,82000,755200
36081025700,76544,698200
36081025800,83828,492500
36081025900,66301,584400
36081026000,78125,521700
36081026100,67698,516400
36081026200,73523,594400
36081026300,75335,575700
36081026400,71042,539000
36081026501,53289,300000
36081026502,98140,
36081026600,23542,577000
36081026700,47364,570100
36081026901,65145,613400
36081026902,50061,383000
36081027000,106797,473600
36081027101,52090,386800
36081027102,69775,
36081027200,77143,449300
36081027301,44049,1077100
36081027302,46860,368800
36081027400,55429,440600
36081027500,47383,239000
36081027600,69875,478900
36081027701,57616,691400
36081027702,67171,292100
36081027800,46154,394100
36081027900,67381,453900
36081028000,52083,499300
36081028100,67072,419400
36081028200,55197,439300
36081028300,71484,366000
36081028400,92500,420300
36081028500,83212,533800
36081028700,68213,477300
36081028801,78672,506700
36081028802,86648,542100
36081028803,,
36081028900,76424,431800
36081029100,58226,377400
36081029300,66458,814500
36081029400,92992,485300
36081029500,78185,366800
36081029700,76316,829300
36081029900,,
36081030600,86858,489900
36081030903,77269,782200
36081030904,58500,790500
36081030905,88077,844400
36081030906,64799,677800
36081031700,70400,560000
36081032000,76875,574100
36081032700,55395,821900
36081032800,79401,476300
36081032900,53603,741400
36081033000,89685,523200
36081033100,,
36081033401,79097,540400
36081033403,47813,
36081033404,40758,9999
36081033405,64965,
36081033700,108638,766900
36081033900,57342,376400
36081034700,61410,699700
36081035100,66151,250200
36081035200,97417,484900
36081035300,97813,932800
36081035700,82604,698000
36081035800,104125,593800
36081036100,67225,657000
36081036300,67708,777300
36081036500,62841,652100
36081036600,71500,476300
36081036700,50855,638500
36081036800,86293,451800
36081037100,64433,807900
36081037300,61042,863300
36081037501,58179,769500
36081037502,61673,851900
36081037600,108902,509000
36081037700,75781,806300
36081037900,70131,928100
36081038100,71721,707900
36081038301,,
36081038302,,
36081038400,92118,459000
36081039400,98083,524400
36081039800,113194,498900
36081039901,87369,661100
36081039902,51118,
36081040000,107188,579600
36081040101,54424,904800
36081040102,65954,701000
36081040200,120833,560800
36081040301,32339,458100
36081040302,70192,566700
36081040400,60625,550800
36081040501,,
36081040502,82011,633300
36081040701,73608,
36081040702,91806,930600
36081040901,,742100
36081040902,57763,656500
36081041100,62870,662300
36081041300,64565,739900
36081041400,81871,448300
36081041500,59978,674500
36081042400,72750,581100
36081042600,,
36081042700,48778,760300
36081043200,93269,584300
36081043400,91726,464100
36081043701,58625,430000
36081043702,55573,267300
36081043900,44886,665900
36081044000,72781,451800
36081044301,30425,657900
36081044302,55667,575800
36081044400,49911,550600
36081044601,51585,179400
36081044602,40292,621000
36081044800,56182,685300
36081045000,128472,674500
36081045200,80417,644900
36081045400,53777,
36081045500,62368,
36081045600,78875,848700
36081045700,65121,887500
36081045800,67639,968800
36081045900,74871,953300
36081046000,58234,
36081046100,68047,966100
36081046200,54489,499300
36081046300,57518,896100
36081046400,100781,917700
36081046500,74205,889700
36081046600,63496,212100
36081046700,61215,
36081046800,74669,572300
36081046901,62583,359400
36081046902,69417,410700
36081047000,50000,611000
36081047100,47067,590900
36081047200,100475,912000
36081047300,62799,480000
36081047500,74769,708300
36081047600,101928,970900
36081047801,37427,273500
36081047802,87066,541700
36081047900,68179,775300
36081048000,86450,616700
36081048100,64091,703000
36081048200,68942,630700
36081048301,60298,1071200
36081048302,78592,840100
36081048400,75106,551200
36081048500,62434,435300
36081048900,62000,840800
36081049201,74583,742200
36081049202,95919,647700
36081049301,68125,795100
36081049302,65735,645300
36081049500,104107,691100
36081049600,93209,568200
36081049700,63700,840600
36081049900,65270,822300
36081050000,65698,814600
36081050201,79342,588400
36081050202,69398,558700
36081050400,102885,503300
36081050500,79375,754700
36081050600,118542,485900
36081050700,80833,725900
36081050800,66471,435800
36081051000,76250,496400
36081051100,109310,823400
36081051200,87917,519400
36081051300,103304,772700
36081051500,94289,552600
36081051600,99643,459000
36081051700,98015,705800
36081051800,105329,524400
36081052000,75625,540900
36081052100,108194,647800
36081052200,95000,463300
36081052400,109477,544000
36081052500,66667,689000
36081052600,78696,488900
36081052800,78387,561100
36081053000,117333,498300
36081053100,65040,803400
36081053200,72500,526800
36081053401,106833,488800
36081053501,71793,464400
36081053502,,
36081053601,,514400
36081053800,103250,544900
36081053901,83172,768200
36081053902,137171,584800
36081054000,72212,481200
36081054200,82406,596200
36081054500,55694,631000
36081054700,87895,1080600
36081054800,90208,602200
36081054900,82727,647200
36081055100,66250,775000
36081055200,75511,550000
36081055300,77679,761400
36081055400,84750,591300
36081055500,81000,659800
36081055600,111860,588800
36081055700,81701,800500
36081055800,88021,651500
36081055900,71324,616400
36081056000,80179,607300
36081056100,,
36081056200,87344,571300
36081056400,69464,626200
36081056500,98750,699500
36081056600,65625,572500
36081056700,103045,743900
36081056800,99339,585300
36081057700,74500,804500
36081057900,65370,622000
36081058000,99648,499600
36081058100,64896,713400
36081058200,109527,486400
36081058300,82772,1071500
36081058500,72950,835900
36081058700,91301,894900
36081058900,62403,1010400
36081059000,95625,501400
36081059100,68364,819100
36081059200,111667,557900
36081059300,73693,693500
36081059400,126774,457200
36081059501,91053,688400
36081059502,71801,
36081059600,69107,525300
36081059800,93808,490900
36081059900,77222,785100
36081060000,107946,532700
36081060100,96953,649400
36081060300,90074,655600
36081060600,,461800
36081060701,,
36081060800,101042,496300
36081061000,97813,461900
36081061200,126638,510600
36081061301,66835,815300
36081061302,,
36081061400,132633,519900
36081061601,99583,492200
36081061602,111089,575000
36081061800,92670,453200
36081061900,100861,679500
36081062000,103417,521500
36081062100,83773,791800
36081062200,124236,472100
36081062300,68869,650300
36081062400,,
36081062500,80625,664300
36081062600,107946,510700
36081062700,66042,704900
36081062900,86309,604400
36081063000,110583,523700
36081063200,111667,515200
36081063301,83750,612200
36081063302,105417,651100
36081063500,74029,735400
36081063700,91655,674900
36081063800,108417,531100
36081063900,75729,629800
36081064101,78403,279600
36081064102,,
36081064500,87632,843500
36081064600,104063,534400
36081065000,112411,578600
36081065401,100313,595900
36081065402,,
36081065501,,
36081065600,97850,554800
36081065702,74511,742600
36081065703,103288,706000
36081065900,106304,757300
36081066000,69583,514300
36081066100,102411,818600
36081066301,116848,788800
36081066302,,
36081066401,161250,479700
36081066402,101365,486300
36081066403,88317,498600
36081066404,,
36081066501,77453,829400
36081066701,113125,685300
36081066900,90078,843200
36081067100,104839,731400
36081067700,105583,813600
36081067900,62266,860800
36081068000,114327,491000
36081068200,93631,545400
36081068300,59107,411800
36081068700,56855,711900
36081069000,108897,579700
36081069300,75119,430100
36081069400,93675,538100
36081069500,100903,859200
36081069701,93032,415400
36081069702,79433,879800
36081070300,85805,797400
36081070700,110052,872900
36081070900,105167,869100
36081071100,87682,465500
36081071303,89412,363100
36081071304,88549,417000
36081071305,100685,534800
36081071306,86686,369700
36081071600,,
36081071701,61426,344800
36081071702,79292,355900
36081071900,49674,796200
36081072100,76318,335500
36081072300,171250,1308600
36081072900,151932,981200
36081073100,145529,1026900
36081073700,106023,812500
36081073900,109276,558500
36081074100,83214,351700
36081074300,76875,425200
36081074500,46659,515600
36081074700,109240,626700
36081074900,211020,1515200
36081075701,99954,385600
36081075702,123170,465100
36081076901,97097,408400
36081076902,98438,365900
36081077300,99444,295600
36081077500,90781,1068500
36081077902,92214,818700
36081077903,84318,283300
36081077904,103542,751900
36081077905,93579,264700
36081077906,70096,329700
36081077907,49857,830900
36081077908,53362,380000
36081078800,110833,521500
36081079000,81573,547900
36081079200,68871,500600
36081079300,,
36081079701,41944,430700
36081079702,54096,523200
36081079900,46273,989000
36081080301,50033,886200
36081080302,71760,699900
36081080900,73946,305900
36081081400,125343,578200
36081081800,88068,601100
36081083700,56356,849900
36081083800,84481,614000
36081084000,106325,586700
36081084500,32285,631400
36081084601,94414,719900
36081084602,73036,680100
36081084901,48191,
36081084902,48409,398900
36081085300,32404,637600
36081085500,38567,270000
36081085700,47609,438700
36081085900,53821,377200
36081086100,52019,381300
36081086300,41716,353300
36081086400,106612,609900
36081086500,40777,372400
36081086900,41645,616400
36081087100,39261,806000
36081088400,97830,650700
36081088902,50307,295300
36081088903,73060,307900
36081089201,132739,794100
36081089202,,
36081090700,83917,803700
36081091602,,
36081091603,113047,610900
36081091604,,
36081091800,,
36081091900,88466,749000
36081092200,163500,893000
36081092500,50234,667000
36081092800,138452,920600
36081092900,74122,676700
36081093401,92847,664000
36081093402,98636,671700
36081093800,60917,
36081093900,83929,680400
36081094201,70236,644400
36081094202,51098,452900
36081094203,55231,185700
36081094500,70840,880500
36081094700,73487,858500
36081095400,75781,476300
36081096400,83438,541100
36081097202,33051,
36081097204,56586,
36081097205,27790,
36081097206,32060,465800
36081097207,,
36081097300,108162,906400
36081098100,95694,986000
36081098700,92500,833500
36081099100,106250,671200
36081099200,31258,376700
36081099701,105069,418900
36081099703,104634,540800
36081099704,82873,388600
36081099705,130833,725900
36081099801,68370,523000
36081099802,53591,
36081099900,,
36081100801,119674,492000
36081100803,44146,540000
36081100804,109878,538900
36081101002,38395,707700
36081101003,,
36081101004,43168,591300
36081101700,80000,539600
36081102900,91000,872500
36081103201,42857,574100
36081103202,72279,732100
36081103300,90457,910800
36081103900,67023,846700
36081104700,59973,730000
36081105900,105721,860500
36081107201,91029,442200
36081107202,,
36081108500,60761,885700
36081109300,127104,991100
36081109700,103958,841300
36081109900,88393,709000
36081111300,105263,974400
36081112300,107500,937500
36081112900,87188,890600
36081113300,108500,563600
36081113900,66081,761900
36081114100,106705,910300
36081114700,87781,926900
36081115100,81563,916700
36081115500,79519,873800
36081115700,59722,910600
36081115900,67981,960200
36081116100,29832,385700
36081116301,30642,450000
36081116302,60916,568700
36081116700,53482,905400
36081117100,61154,1095700
36081117500,82545,844800
36081118100,78625,825600
36081118500,50000,837500
36081118700,51250,886500
36081118900,46426,893600
36081119100,37886,868200
36081119300,46864,848200
36081119500,89583,812500
36081119900,100000,899600
36081120100,65156,943300
36081120300,56250,1070200
36081120500,25292,833300
36081120701,94196,849100
36081120702,,
36081121100,,
36081121500,88771,822400
36081122300,84130,983800
36081122702,32378,
36081122703,71742,574700
36081122704,60625,581400
36081124100,81250,841800
36081124700,74922,842700
36081125700,71852,694900
36081126500,123906,706000
36081126700,78750,756600
36081127700,127730,978700
36081128300,,
36081129102,122123,922500
36081129103,69964,252500
36081129104,96711,320900
36081130100,87083,317200
36081133300,118562,912000
36081133900,125063,851800
36081134100,80964,919100
36081134701,74518,
36081134702,78618,607800
36081136700,86470,358800
36081137700,90238,766500
36081138501,92654,966600
36081138502,,
36081139900,127431,886000
36081140300,69531,801900
36081140901,103500,877700
36081140902,83081,903500
36081141700,67298,836400
36081142900,72979,874100
36081143500,109732,892400
36081144100,105456,790800
36081144700,80469,861000
36081145101,72045,942200
36081145102,70582,810800
36081145900,92167,845600
36081146300,74370,482600
36081146700,104167,888500
36081147100,91094,392000
36081147900,78958,610800
36081148300,118345,1067400
36081150701,150284,983000
36081150702,96336,878500
36081152901,72967,620500
36081152902,105207,310700
36081155101,60800,654400
36081155103,96375,268800
36081155104,129167,381500
36081156700,61406,615000
36081157101,102525,593100
36081157102,111250,682100
36081157901,111391,634700
36081157902,88355,643000
36081157903,108387,648400
36081161700,123728,617100
36081162100,88086,602600
36081990100,,
36085000300,66938,538800
36085000600,,557400
36085000700,53615,442100
36085000800,83697,493100
36085000900,63542,605200
36085001100,49539,403300
36085001700,55323,667000
36085001800,78295,
36085002001,68586,561500
36085002002,80764,666800
36085002100,61500,426200
36085002700,30188,441700
36085002900,41111,441300
36085003300,99750,493500
36085003600,105714,594800
36085003900,85221,
36085004001,52204,788800
36085004002,115632,424000
36085004003,13855,
36085004004,84732,408500
36085004700,101196,563500
36085005000,75833,580700
36085005901,77238,660900
36085005902,,
36085006400,61154,629000
36085006700,129722,685900
36085007001,67679,516900
36085007002,85380,533900
36085007400,68264,487600
36085007500,99324,584300
36085007700,80761,395800
36085008100,55694,486600
36085009601,101625,604200
36085009602,76484,600200
36085009701,106075,555400
36085009702,,
36085010500,86250,551400
36085011201,95586,532400
36085011203,75071,534500
36085011204,155270,
36085011401,75284,501200
36085011402,88781,582000
36085012100,149750,626600
36085012200,93777,640200
36085012500,111434,565600
36085012804,84706,533900
36085012805,114591,540800
36085012806,56345,505300
36085013201,120872,669900
36085013203,116755,647900
36085013204,97752,602900
36085013301,16250,
36085013302,93929,422500
36085013400,79412,592200
36085013800,132261,637100
36085014100,59825,415600
36085014604,125750,595900
36085014605,120351,601400
36085014606,92012,467000
36085014607,109427,617400
36085014608,114205,572200
36085014700,103646,629500
36085015100,104191,543300
36085015400,,
36085015601,125774,609500
36085015602,123291,629300
36085015603,74656,532200
36085016901,136506,600200
36085017005,101509,697500
36085017007,93634,427400
36085017009,91641,736200
36085017011,119352,617300
36085017012,103068,611500
36085017013,81611,433800
36085017014,97692,463400
36085017015,126588,640000
36085017016,113068,577100
36085017300,39974,655600
36085017600,160870,870000
36085017701,144375,794400
36085017702,101608,700900
36085018100,91592,829900
36085018701,122148,593200
36085018703,80778,627200
36085018704,112091,629300
36085018901,133946,591800
36085018902,102219,632200
36085019700,89868,592300
36085019800,88013,775200
36085020100,104750,481500
36085020701,63750,420600
36085020702,28523,362500
36085020803,133630,677400
36085020804,92500,671700
36085020805,116765,439200
36085020806,79744,712600
36085021300,74141,442300
36085022300,56696,318500
36085022601,126364,622400
36085022602,,605200
36085022801,,
36085022802,,
36085023100,80234,405200
36085023900,74837,420300
36085024401,118592,812100
36085024402,117019,811000
36085024700,74263,487500
36085024800,125446,650600
36085025100,112244,596500
36085027301,87303,499400
36085027302,81083,684200
36085027702,82721,361100
36085027704,79575,625600
36085027705,95231,623200
36085027706,73322,596200
36085027900,128750,859600
36085029102,89286,590200
36085029104,104904,597600
36085029105,97279,666400
36085029106,127671,679900
36085030301,95913,457600
36085030302,85842,420500
36085031901,,288300
36085031902,76066,381600
36085032300,86471,237100
36085990100,,
